Index,Name,Latitude,Longitude,NELong,NELat,SWLong,SWLat,Place ID,hasBounds,randomWeight
103,"Humber Heights - Westmount, Toronto, ON, Canada",43.6963578,-79.527033,"(-79.511381,)","(43.704954,)","(-79.53422619999999,)","(43.682305,)",ChIJJ7u6pNMwK4gROIHTcnHmeVg,1,6.724441916
104,"Edenbridge - Humber Valley, Toronto, ON, Canada",43.667113,-79.527974,"(-79.50580810000001,)","(43.68396389999999,)","(-79.53899799999999,)","(43.651411,)",ChIJIQSAQhk3K4gRzEAu7BB9CWE,1,8.192010203
105,"Humberwood, Toronto, ON, Canada",43.7256585,-79.619329,"(-79.61062419999999,)","(43.73479409999999,)","(-79.62740409999999,)","(43.7186365,)",ChIJ27YfBbs7K4gRiQT2KVIwvxg,1,6.987088403
106,"Islington - City Centre West, Toronto, ON, Canada",43.6309156,-79.5434841,"(-79.51286329999999,)","(43.6599241,)","(-79.5691681,)","(43.6071208,)",ChIJo4Hh-pQ3K4gRTlt-iPA_RU0,1,8.157609107
107,"Kingsview Village, Toronto, ON, Canada",43.7005039,-79.5519144,"(-79.5318317,)","(43.7066007,)","(-79.56925380000001,)","(43.6920181,)",ChIJZdGb-agwK4gReuR7aB_AFWw,1,1.359788184
108,"The Kingsway, Toronto, ON, Canada",43.652674,-79.507194,"(-79.4910621,)","(43.66266299999999,)","(-79.5263468,)","(43.6461079,)",ChIJX7Bn__42K4gR6it4A4mc0us,1,7.626479212
109,"Long Branch, Toronto, ON, Canada",43.593421,-79.538164,"(-79.51897009999999,)","(43.6015272,)","(-79.54854189999999,)","(43.5810689,)",ChIJ4Q7xIkFIK4gRyC2fmxBN2Rg,1,2.587089282
110,"Markland Wood, Toronto, ON, Canada",43.632036,-79.57514,"(-79.5568639,)","(43.64333389999999,)","(-79.58599799999999,)","(43.6254781,)",ChIJL56S4xk4K4gRJv3yBqqF6Ys,1,1.697005234
111,"Mimico, Toronto, ON, Canada",43.614627,-79.4956974,"(-79.46902510000001,)","(43.63324859999999,)","(-79.530158,)","(43.6011154,)",ChIJmzE47yM2K4gRzDw5uilTzs4,1,9.884891013
112,"New Toronto, Toronto, ON, Canada",43.6007776,-79.505257,"(-79.4973821,)","(43.61358389999999,)","(-79.5263386,)","(43.5870434,)",ChIJSYZm0M9JK4gRJj0YSZ4PokE,1,8.961512123
113,"Princess Gardens, Toronto, ON, Canada",43.6667787,-79.5462943,"(-79.53286179999999,)","(43.679915,)","(-79.5630742,)","(43.6570677,)",ChIJU6EpymU3K4gRyU5IYajdRpE,1,9.65175098
114,"Rexdale, Toronto, ON, Canada",43.7281335,-79.5746122,"(-79.5378319,)","(43.7605564,)","(-79.6313095,)","(43.6794805,)",ChIJ4ZpjnmY6K4gRXpu9Hi3a2pI,1,5.409767433
115,"Richview, Toronto, ON, Canada",43.6878699,-79.5434841,"(-79.5265458,)","(43.69983730000001,)","(-79.57749369999999,)","(43.6732728,)",ChIJeWmlr083K4gRhhzsfByOF0I,1,6.983598424
116,"Smithfield, Toronto, ON, Canada",43.7394164,-79.5884369,"(-79.5685319,)","(43.762434,)","(-79.62375639999999,)","(43.7225755,)",ChIJt7nUJu86K4gR4vPN7T4qGEc,1,6.424212394
117,"Stonegate Rd, Etobicoke, ON M8Y, Canada",43.6372726,-79.4838405,"(-79.4817035,)","(43.63788659999999,)","(-79.4855176,)","(43.636983,)",ChIJe8ukqG82K4gRjZyQ9DFds0E,1,4.948397506
118,"Sunnylea, Toronto, ON, Canada",43.6399324,-79.5125662,"(-79.4820929,)","(43.64855980000001,)","(-79.53041549999999,)","(43.6340873,)",ChIJLVzQLE42K4gRyKSYT1d9Wqo,1,4.020471937
119,"Thistletown, Toronto, ON, Canada",43.7371745,-79.5652707,"(-79.547566,)","(43.7522492,)","(-79.58599079999999,)","(43.7277058,)",ChIJjZ-dNII6K4gREmQ4yu2510w,1,5.296051356
120,"Thorncrest Village, Toronto, ON, Canada",43.6625718,-79.5392686,"(-79.5312095,)","(43.6660245,)","(-79.5447708,)","(43.6598775,)",ChIJwVubcxI3K4gR-e1-lJTLKd4,1,7.993037197
121,"W Humber Trail, Toronto, ON, Canada",43.7363405,-79.6272218,"(-79.6243661,)","(43.7366874,)","(-79.63039549999999,)","(43.735357,)",ChIJE7uo-186K4gRahknjK6Gs6M,1,3.164670608
122,"West Deane Park, Toronto, ON, Canada",43.6635853,-79.5631537,"(-79.5552635,)","(43.6745144,)","(-79.5755197,)","(43.6544595,)",ChIJX1mIVdY5K4gRYDUxtfUNVZE,1,5.891935499
123,"Willowridge, Toronto, ON, Canada",43.678338,-79.5687728,"(-79.5631611,)","(43.69046669999999,)","(-79.5771503,)","(43.6731691,)",ChIJvbAlN-85K4gRnvj0psuH2MM,1,3.033987021
124,"Agincourt, Toronto, ON, Canada",43.788009,-79.283882,"(-79.242239,)","(43.8190464,)","(-79.30103299999999,)","(43.7750261,)",ChIJbZgzZhPR1IkROJlC7bkQvtc,1,7.751385902
125,"Armadale, Toronto, ON M1X, Canada",43.836624,-79.251157,,,,,ChIJ47tNSefW1IkRhUk3uuijnok,0,4.982089093
126,"Bendale, Toronto, ON, Canada",43.765434,-79.248935,"(-79.2339993,)","(43.7813196,)","(-79.2749405,)","(43.7417085,)",ChIJnRn3k0zQ1IkRmJFJ4YHq8UE,1,9.01938905
127,"Birch Cliff, Toronto, ON, Canada",43.6875,-79.269444,"(-79.2529678,)","(43.71075769999999,)","(-79.28738589999999,)","(43.6717208,)",ChIJSz5OJJfO1IkRIWdHK21Tox0,1,9.471339789
128,"Birch Cliff Heights, Toronto, ON, Canada",43.702921,-79.2606199,"(-79.25515639999999,)","(43.7106957,)","(-79.2656708,)","(43.696983,)",ChIJx_P8iPbO1IkR74X3tgJ1ufY,1,9.890204392
129,"Browns Corners, Toronto, ON M1B, Canada",43.812985,-79.24302,,,,,ChIJuZqcutXQ1IkRVk3avq_aIEM,0,6.129110691
130,"Clairlea, Toronto, ON, Canada",43.709722,-79.290833,"(-79.2809916,)","(43.7233352,)","(-79.3014622,)","(43.6976034,)",ChIJAS3nUNbN1IkRjyW_k5Nmv2I,1,2.947331782
131,"Cliffside, Toronto, ON, Canada",43.712217,-79.244001,"(-79.2348868,)","(43.7208981,)","(-79.2591918,)","(43.696265,)",ChIJzURUbFPO1IkRujrVIrRVRUk,1,3.427050626
132,"Cliffcrest, Toronto, ON, Canada",43.724917,-79.226329,"(-79.213752,)","(43.741022,)","(-79.25161899999999,)","(43.704688,)",ChIJx5XqNMbP1IkRPO-WRqixsUk,1,6.395505467
133,"Dorset Park, Toronto, ON, Canada",43.7540011,-79.2821174,"(-79.2641258,)","(43.777261,)","(-79.29449199999999,)","(43.739383,)",ChIJfQCWsfLR1IkRIuQdORa2PLM,1,1.698237163
134,"Eglinton East, Toronto, ON, Canada",43.74,-79.246,"(-79.22834879999999,)","(43.7533451,)","(-79.2625021,)","(43.7273205,)",ChIJMSjbTSvO1IkR3EpJnTj67-w,1,7.388476545
135,"Golden Mile, Toronto, ON, Canada",43.726,-79.288,"(-79.27485469999999,)","(43.738918,)","(-79.30386539999999,)","(43.7121226,)",ChIJsZsungrO1IkRwjx2rZfvSE4,1,8.024967512
136,"Guildwood, Toronto, ON, Canada",43.752743,-79.192777,"(-79.1725445,)","(43.7589447,)","(-79.21494469999999,)","(43.7275121,)",ChIJBT1fwa7a1IkRwtl10Ot4zo0,1,3.932378353
137,"Highland Creek, Toronto, ON, Canada",43.78658,-79.188292,"(-79.151473,)","(43.799809,)","(-79.196826,)","(43.7788669,)",ChIJrxY580Da1IkR3OebNcJ1dAw,1,5.779694763
138,"Ionview, Toronto, ON, Canada",43.730824,-79.2739,"(-79.2632959,)","(43.745987,)","(-79.2811911,)","(43.7227305,)",ChIJ0xMCchnO1IkRPK-Lz_IUZpo,1,9.44363364
139,"L'Amoreaux, Toronto, ON, Canada",43.796,-79.309,"(-79.28833,)","(43.823629,)","(-79.3415452,)","(43.7753083,)",ChIJFbupWrjT1IkR_jnScYanXmI,1,9.25943951
140,"Malvern, Toronto, ON, Canada",43.80916,-79.22169,"(-79.187315,)","(43.82604389999999,)","(-79.24395559999999,)","(43.7855022,)",ChIJzYH4PrrQ1IkR1u1x28xGaSo,1,2.622273891
141,"Maryvale, Toronto, ON M1R, Canada",43.762575,-79.314767,,,,,ChIJGazBEmvS1IkRdo_oKg_lN04,0,6.430570929
142,"Milliken, Markham, ON, Canada",43.8237331,-79.3070855,"(-79.26647539999999,)","(43.8492205,)","(-79.32925279999999,)","(43.7967694,)",ChIJndMITq_W1IkRWvZNcS_01fo,1,5.386675322
143,"Morningside Heights, Toronto, ON, Canada",43.82,-79.218333,"(-79.21142569999999,)","(43.842074,)","(-79.2394924,)","(43.8195419,)",ChIJwRtJP0TX1IkRNtYwbCBvT9U,1,4.981021427
144,"Morningside, Toronto, ON, Canada",43.787,-79.206,"(-79.1905079,)","(43.796239,)","(-79.22711199999999,)","(43.7642138,)",ChIJ16hkE4TQ1IkRhsxOIRmHqGw,1,5.036302371
145,"Oakridge, Toronto, ON, Canada",43.696632,-79.282859,"(-79.26687249999999,)","(43.7119986,)","(-79.2912913,)","(43.6894116,)",ChIJD83_AojO1IkRaIsmKdxDyow,1,3.649547449
146,"Port Union, Toronto, ON, Canada",43.7834548,-79.149209,"(-79.13477809999999,)","(43.7990869,)","(-79.1752478,)","(43.766693,)",ChIJG2h0tUza1IkRElzyG3e6Y_M,1,8.816842667
147,"Rouge, Toronto, ON, Canada",43.804929,-79.165842,"(-79.1168404,)","(43.855448,)","(-79.25125109999999,)","(43.7749365,)",ChIJcVU-fZfZ1IkRWtOWckX72A4,1,1.450719595
148,"Scarborough City Centre, Toronto, ON, Canada",43.7762792,-79.2529857,"(-79.2316211,)","(43.785678,)","(-79.27462799999999,)","(43.767988,)",ChIJzTPdqanR1IkRUHXI1AN4CWg,1,4.210441013
149,"Scarborough Junction, Toronto, ON, Canada",43.716667,-79.259722,"(-79.24541479999999,)","(43.7368096,)","(-79.2793179,)","(43.6995271,)",ChIJb1_zIEHO1IkR-mh4oKOjZ5Y,1,1.245217656
150,"Scarborough, Toronto, ON, Canada",43.7764258,-79.2317521,"(-79.1161286,)","(43.8554447,)","(-79.341341,)","(43.671154,)",ChIJCbZmnl7Q1IkRe4BHJM5jbvA,1,4.077697797
151,"Steeles, Toronto, ON, Canada",43.8155519,-79.3107689,"(-79.30068969999999,)","(43.8238767,)","(-79.341341,)","(43.8019515,)",ChIJAycgQpzT1IkRHCRXyg9-S1w,1,5.454280264
152,"Tam O'Shanter - Sullivan, Toronto, ON, Canada",43.788056,-79.301389,"(-79.2846438,)","(43.795074,)","(-79.3253189,)","(43.768375,)",ChIJR-37BzPS1IkRtCsQphUlA6E,1,2.443840407
153,"West Hill, Toronto, ON, Canada",43.769163,-79.182803,"(-79.1448212,)","(43.7812575,)","(-79.204731,)","(43.7539851,)",ChIJj1mL2XrQ1IkRrsTGccE9ccU,1,9.16239005
154,"West Rouge, Toronto, ON, Canada",43.794719,-79.134478,"(-79.1161286,)","(43.80459210000001,)","(-79.1436848,)","(43.774859,)",ChIJGX8vRurb1IkRbrWRAzccRVI,1,3.033667861
155,"Wexford, Toronto, ON, Canada",43.7432079,-79.3046444,"(-79.2849827,)","(43.7606184,)","(-79.31098949999999,)","(43.7275065,)",ChIJZw4aUvjN1IkRoJdt5A3pL48,1,6.448488823
156,"Woburn, Toronto, ON, Canada",43.767528,-79.217721,"(-79.19906619999999,)","(43.7882329,)","(-79.2550277,)","(43.7417704,)",ChIJA8k0WVzQ1IkRCtrcDBx3a6Y,1,2.794852374
157,"Amesbury, Toronto, ON, Canada",43.7010934,-79.4810065,"(-79.4755268,)","(43.7086483,)","(-79.4941521,)","(43.6951212,)",ChIJJ6FG1UAxK4gRYSISDdxC1ic,1,9.323471402
158,"Armour Heights, Toronto, ON, Canada",43.7453882,-79.4225637,"(-79.410038,)","(43.7505752,)","(-79.4366885,)","(43.7373056,)",ChIJbUw5fmQyK4gRgsbvvaoAv_k,1,6.991235544
159,"Bathurst Manor, Toronto, ON, Canada",43.7627405,-79.456325,"(-79.43127799999999,)","(43.787884,)","(-79.4701958,)","(43.7504609,)",ChIJ9zgtfvItK4gRPNuityFF3r0,1,4.973063326
160,"Bayview Village, Toronto, ON, Canada",43.778243,-79.3827578,"(-79.35833699999999,)","(43.7900621,)","(-79.3922281,)","(43.7632769,)",ChIJY7haBszS1IkRKEnnhoWWELY,1,7.577734526
161,"Bayview Woods - Steeles, Toronto, ON, Canada",43.7964111,-79.385975,"(-79.3679361,)","(43.8084521,)","(-79.3962811,)","(43.785016,)",ChIJqV4zb9MsK4gRXEA7GbcG3HY,1,1.542737366
162,"Bermondsey Rd, Toronto, ON M4B, Canada",43.7181968,-79.3137696,"(-79.3074147,)","(43.7261027,)","(-79.31605019999999,)","(43.7118798,)",ChIJDXdZ6cfN1IkRLAXIomO_DIo,1,5.028646816
163,"Black Creek, Toronto, ON, Canada",43.7642589,-79.5238103,"(-79.506437,)","(43.775679,)","(-79.5348561,)","(43.754413,)",ChIJK48nIiowK4gRKtLB4WNii9o,1,8.831050676
164,"The Bridle Path, Toronto, ON, Canada",43.7357807,-79.3688656,"(-79.36005810000002,)","(43.739981,)","(-79.3823029,)","(43.726349,)",ChIJsUi20DfN1IkRL38vNwNJTOg,1,1.235149235
165,"Wilson Heights, Toronto, ON, Canada",43.740698,-79.438824,"(-79.43364129999999,)","(43.755659,)","(-79.4596482,)","(43.7280649,)",ChIJHatHpiIyK4gR8rvLVTuh6Uo,1,1.965548987
166,"Don Mills, Toronto, ON, Canada",43.7448473,-79.340923,"(-79.3306447,)","(43.7583867,)","(-79.35991279999999,)","(43.7221104,)",ChIJ593VPXfN1IkR-U_uLf5qdRo,1,6.192880749
167,"Don Valley Village, Toronto, ON, Canada",43.7837792,-79.352188,"(-79.33983409999999,)","(43.7993495,)","(-79.369011,)","(43.77169,)",ChIJO067yObS1IkRHKdxdTGL7TA,1,9.963035325
168,"Downsview, Toronto, ON, Canada",43.732256,-79.493385,"(-79.4496918,)","(43.755628,)","(-79.526281,)","(43.716682,)",ChIJxYVYp6gxK4gRuAFkv5f5U5I,1,1.444085997
169,"Flemingdon Park, Toronto, ON, Canada",43.720507,-79.338778,"(-79.3194007,)","(43.7252811,)","(-79.3530439,)","(43.7061091,)",ChIJ3SMtaK7N1IkRfEo8kU9UdA4,1,5.757850825
170,"Glen Park, Toronto, ON, Canada",43.7101005,-79.4506989,"(-79.4271612,)","(43.7192879,)","(-79.4699048,)","(43.6997753,)",ChIJyVASgLgzK4gRXpPkH3LR5ho,1,1.685584817
171,"Henry Farm, Toronto, ON, Canada",43.771782,-79.352086,"(-79.3198031,)","(43.776182,)","(-79.36310189999999,)","(43.766625,)",ChIJ31sHhfPS1IkRkvnboIaDqdg,1,2.052980834
172,"Hillcrest Village, Toronto, ON, Canada",43.804877,-79.35469,"(-79.331414,)","(43.8156129,)","(-79.3725728,)","(43.7900621,)",ChIJtUX__hPT1IkRsqC9iov9nao,1,5.23576583
173,"Hoggs Hollow, Toronto, ON, Canada",43.7419701,-79.398642,"(-79.3874644,)","(43.7452428,)","(-79.40669059999999,)","(43.7363134,)",ChIJ5QX2ULgyK4gRDs0Pp35llME,1,8.272414453
174,"Humber Summit, Toronto, ON, Canada",43.7601003,-79.5717846,"(-79.53061009999999,)","(43.772614,)","(-79.5851129,)","(43.74626,)",ChIJzQF-zLo6K4gRFdrFyR0XVJ4,1,1.310591114
175,"Emery, Toronto, ON, Canada",43.7421301,-79.5406738,"(-79.52659609999999,)","(43.7546051,)","(-79.56813799999999,)","(43.7320961,)",ChIJ15ZTYRQwK4gR1D3K3K8fE84,1,9.305724577
176,"Jane and Finch, Toronto, ON, Canada",43.7511187,-79.5097549,"(-79.4863415,)","(43.7754322,)","(-79.5350074,)","(43.7362514,)",ChIJ3zBQuM4xK4gRtDWlHN5D9gI,1,5.630654103
177,"Lansing, Toronto, ON, Canada",43.7595964,-79.4225637,"(-79.4086647,)","(43.7652675,)","(-79.4370747,)","(43.7511953,)",ChIJHdaUpmctK4gRstAqBNkHEk0,1,9.223137282
178,"Lawrence Heights, Toronto, ON, Canada",43.722774,-79.450928,"(-79.43763260000001,)","(43.7253047,)","(-79.45651529999999,)","(43.71416989999999,)",ChIJkYVggXsxK4gRLlOUURNWiXk,1,7.887631795
179,"Ledbury Park, Toronto, ON, Canada",43.731176,-79.4225637,"(-79.41561709999999,)","(43.73991030000001,)","(-79.43407069999999,)","(43.7193188,)",ChIJx8_m_fcyK4gRwYZx7yak0lo,1,6.018092787
180,"Lawrence Manor, Toronto, ON, Canada",43.7280111,-79.4394459,"(-79.42977909999999,)","(43.73609630000001,)","(-79.44883349999999,)","(43.7175664,)",ChIJPSOWIE4yK4gRmM6KgXgoycM,1,7.022104676
181,"Maple Leaf, Toronto, ON, Canada",43.7137562,-79.4900738,"(-79.4697332,)","(43.72471549999999,)","(-79.5080566,)","(43.7049875,)",ChIJb0ucwG0xK4gRzgUVV1Lbge8,1,3.582518538
182,"Newtonbrook, Toronto, ON, Canada",43.790104,-79.4197497,"(-79.3721867,)","(43.8086413,)","(-79.467888,)","(43.7701641,)",ChIJVRg-dAQtK4gRP_PuN5XmjWA,1,4.779547033
183,"Centre Ave, Toronto, ON M2M, Canada",43.7925022,-79.4145054,"(-79.40815250000001,)","(43.7939402,)","(-79.41847279999999,)","(43.79164,)",ChIJe-yNOR0tK4gRmae66ohCOH4,1,8.353719574
184,"Parkway Forest, Toronto, ON, Canada",43.7722041,-79.3423312,"(-79.33803520000001,)","(43.776182,)","(-79.3469858,)","(43.7671,)",ChIJZZDVvPPS1IkRyPC7mAmG-WE,1,2.319927682
185,"Parkwoods, Toronto, ON, Canada",43.7553609,-79.3268397,"(-79.3098736,)","(43.7685526,)","(-79.3376827,)","(43.7394761,)",ChIJ8wM46nzS1IkRhbsh81xUIOU,1,6.835555779
186,"Don Valley Village, Toronto, ON, Canada",43.7837792,-79.352188,"(-79.33983409999999,)","(43.7993495,)","(-79.369011,)","(43.77169,)",ChIJO067yObS1IkRHKdxdTGL7TA,1,3.066896711
187,"Pelmo Cres, Toronto, ON M9N, Canada",43.7106681,-79.5102592,"(-79.5061084,)","(43.7123018,)","(-79.5138407,)","(43.7101187,)",ChIJK_6Z0x4xK4gRPFMDf-haXy4,1,9.509401509
188,"Pleasant View, Toronto, ON, Canada",43.7848218,-79.3381065,"(-79.32297890000001,)","(43.8021992,)","(-79.3448068,)","(43.77468,)",ChIJr4kNDlXS1IkRZBimac5MJE4,1,5.912744462
189,"The Uptown Residences, 35 Balmuto St, Toronto, ON M4Y 0A3, Canada",43.6694555,-79.3874765,"(-79.3871558,)","(43.6696451,)","(-79.3877971,)","(43.669266,)",ChIJgRbzPa40K4gRySA6aejdt3o,1,2.546120173
190,"Victoria Village, Toronto, ON, Canada",43.7357352,-79.3124184,"(-79.3022991,)","(43.742234,)","(-79.3322231,)","(43.7201408,)",ChIJzcOtD5TN1IkRNtdySl4Vhqk,1,6.549484616
191,"Westminster - Branson, Toronto, ON, Canada",43.7764213,-79.4506989,"(-79.43989719999999,)","(43.7921101,)","(-79.468564,)","(43.761254,)",ChIJPez0d-ktK4gRRKF0-_EkqN0,1,4.651217086
192,"Willowdale, Toronto, ON, Canada",43.7711708,-79.4197497,"(-79.3868638,)","(43.7892508,)","(-79.46084979999999,)","(43.75373099999999,)",ChIJkVUyLG0tK4gRtuHgczmxAZM,1,8.083651291
193,"York Mills, Toronto, ON, Canada",43.7501272,-79.3972346,"(-79.35991279999999,)","(43.76613529999999,)","(-79.4086647,)","(43.7360032,)",ChIJOePDf54yK4gReZlKl67Z4gQ,1,8.08329547
194,"York University Heights, Toronto, ON, Canada",43.7679803,-79.4872619,"(-79.4627521,)","(43.7872239,)","(-79.5211029,)","(43.7424526,)",ChIJiZiinwMuK4gRajTBpxY-Tq4,1,2.459337878
195,"Baby Point, Toronto, ON, Canada",43.6581547,-79.4914798,"(-79.48762889999999,)","(43.6604518,)","(-79.5027351,)","(43.6519755,)",ChIJT7u6nfY2K4gRACoV2nUbbTA,1,1.997321044
196,"Briar Hill - Belgravia, Toronto, ON, Canada",43.705883,-79.456325,"(-79.435813,)","(43.7161541,)","(-79.4695241,)","(43.693053,)",ChIJ3ecwksEzK4gRYPaYUJfdmh4,1,7.418535648
197,"Eglinton West, Toronto, ON, Canada",43.6920457,-79.4668728,"(-79.43489199999999,)","(43.7001851,)","(-79.47422,)","(43.689535,)",ChIJg1-IE-4zK4gRTmXy67FOnY0,1,2.163886008
198,"Fairbank, Toronto, ON, Canada",43.6964004,-79.456325,"(-79.43737519999999,)","(43.70557700000001,)","(-79.4671584,)","(43.6830497,)",ChIJ1-DDtPMzK4gRjHDIwRkE0zQ,1,8.64835155
199,"Humewood-Cedarvale, Toronto, ON, Canada",43.6937813,-79.4281914,"(-79.418661,)","(43.7009755,)","(-79.43720789999999,)","(43.6817773,)",ChIJ21HP0YIzK4gR3uEp0rcwqe4,1,7.741148085
200,"Lambton, Toronto, ON, Canada",43.6673705,-79.5013207,"(-79.4889165,)","(43.6757405,)","(-79.5132924,)","(43.657937,)",ChIJ51OPD-k2K4gR5l5kLRJKXx8,1,8.954766812
201,"Mount Dennis, Toronto, ON, Canada",43.687076,-79.489833,"(-79.4829941,)","(43.695478,)","(-79.51337819999999,)","(43.68111,)",ChIJ7eky2cs2K4gRAvIzY2szh08,1,7.789728756
202,"Oakwood Village, Toronto, ON, Canada",43.6900879,-79.4394459,"(-79.42907629999999,)","(43.698505,)","(-79.45017399999999,)","(43.6780529,)",ChIJc-8d1I4zK4gRXANnSjvuAKY,1,1.061511184
203,"Old Mill, Toronto, ON, Canada",43.6520918,-79.4900738,"(-79.48444889999999,)","(43.6573471,)","(-79.4991731,)","(43.6475349,)",ChIJLR7wdPU2K4gRtr-lUVJkvok,1,9.578224554
204,"Rockcliffe - Smythe, Toronto, ON, Canada",43.6742272,-79.4985091,"(-79.46900380000001,)","(43.6858118,)","(-79.51432,)","(43.66266299999999,)",ChIJ5zu267s2K4gRlhzkoHZAqQs,1,9.414151108
205,"Silverthorn, Toronto, ON, Canada",43.6884835,-79.4732009,"(-79.4603884,)","(43.6995582,)","(-79.48651319999999,)","(43.67895290000001,)",ChIJoypuxEcxK4gREbFw4jB8TDM,1,5.513067783
206,"Humewood-Cedarvale, Toronto, ON, Canada",43.6937813,-79.4281914,"(-79.418661,)","(43.7009755,)","(-79.43720789999999,)","(43.6817773,)",ChIJ21HP0YIzK4gR3uEp0rcwqe4,1,2.223268325
207,"Weston, Toronto, ON, Canada",43.7002318,-79.5150781,"(-79.5028211,)","(43.7106646,)","(-79.5359945,)","(43.69546,)",ChIJwefS3PYwK4gRCPve1ZcMmTU,1,6.78120061